# ID	Field	StarID	RA	Decl	I	V	P_1	dP_1
OGLE-SMC-CEP-4035	SMC110.3	6926	01:08:23.58	-72:42:11.3	15.330	16.110	3.6272613	0.0000070
OGLE-SMC-CEP-4036	SMC111.1	10446	01:08:25.01	-73:33:04.1	16.654	17.285	1.0859816	0.0000016
OGLE-SMC-CEP-4037	SMC110.2	7021	01:08:25.49	-72:51:53.9	15.489	16.276	1.4240278	0.0000004
OGLE-SMC-CEP-4038	SMC110.3	7109	01:08:26.09	-72:44:21.6	17.732	18.375	0.6593977	0.0000008
OGLE-SMC-CEP-4039	SMC112.3	122	01:08:27.48	-73:51:45.0	15.663	16.238	1.6722146	0.0000028
OGLE-SMC-CEP-4040	SMC119.7	38	01:08:28.13	-71:37:44.7	15.563	16.305	3.7169180	0.0000044
OGLE-SMC-CEP-4041	SMC119.8	27	01:08:28.85	-71:48:41.3	15.260	15.805	2.7355936	0.0000127
OGLE-SMC-CEP-4042	SMC119.6	7	01:08:28.90	-71:24:55.4	13.815	14.711	14.5800799	0.0000659
OGLE-SMC-CEP-4043	SMC112.2	97	01:08:29.39	-74:03:04.4	16.052	16.590	2.2388953	0.0001071
OGLE-SMC-CEP-4044	SMC110.3	6894	01:08:29.71	-72:40:38.5	15.237	15.946	3.4422027	0.0000049
OGLE-SMC-CEP-4045	SMC110.1	16807	01:08:30.42	-72:54:07.8	17.038	17.625	0.9152105	0.0000019
OGLE-SMC-CEP-4046	SMC119.6	31	01:08:32.94	-71:29:13.2	15.540	16.112	2.2488468	0.0000049
OGLE-SMC-CEP-4047	SMC111.4	15600	01:08:33.46	-73:02:40.7	16.710	17.264	1.1166181	0.0000006
OGLE-SMC-CEP-4048	SMC110.3	19458	01:08:34.77	-72:36:02.7	16.320	17.045	2.4496564	0.0000024
OGLE-SMC-CEP-4049	SMC110.4	6994	01:08:36.59	-72:34:50.1	15.735	16.395	2.8742800	0.0000009
OGLE-SMC-CEP-4050	SMC112.4	296	01:08:37.27	-73:42:11.4	16.677	17.375	1.7361267	0.0000025
OGLE-SMC-CEP-4051	SMC110.4	23073	01:08:39.08	-72:28:29.4	15.726	16.325	2.1003801	0.0000018
OGLE-SMC-CEP-4052	SMC110.4	6995	01:08:40.10	-72:35:26.2	15.799	16.441	2.7776680	0.0000028
OGLE-SMC-CEP-4053	SMC111.3	15702	01:08:40.75	-73:13:03.4	16.831	17.441	1.4154208	0.0000006
OGLE-SMC-CEP-4054	SMC110.2	22127	01:08:41.81	-72:47:59.3	15.548	16.192	2.5695674	0.0000029
OGLE-SMC-CEP-4055	SMC110.2	7032	01:08:42.05	-72:51:21.7	15.846	16.392	1.7763809	0.0000029
OGLE-SMC-CEP-4056	SMC110.3	10309	01:08:42.61	-72:43:37.7	16.163	16.721	1.5802655	0.0000009
OGLE-SMC-CEP-4057	SMC110.4	23080	01:08:43.88	-72:30:42.4	15.551	16.161	2.1943352	0.0000039
OGLE-SMC-CEP-4058	SMC110.3	10311	01:08:44.12	-72:41:32.9	15.598	16.280	3.7109337	0.0000014
OGLE-SMC-CEP-4059	SMC119.7	42	01:08:44.33	-71:35:57.0	15.709	16.256	1.9282705	0.0000025
OGLE-SMC-CEP-4060	SMC110.3	22344	01:08:44.37	-72:37:04.5	16.461	16.950	0.9862561	0.0000004
OGLE-SMC-CEP-4061	SMC110.4	10307	01:08:44.45	-72:33:08.7	15.426	16.091	2.5739280	0.0000031
OGLE-SMC-CEP-4062	SMC110.1	19429	01:08:44.74	-72:53:40.7	16.353	16.903	1.8318571	0.0000009
OGLE-SMC-CEP-4063	SMC118.8	84	01:08:46.74	-72:22:21.4	15.755	16.277	1.6511448	0.0000008
OGLE-SMC-CEP-4064	SMC112.1	178	01:08:47.07	-74:09:25.5	17.026	17.646	1.2304776	0.0000010
OGLE-SMC-CEP-4065	SMC118.8	88	01:08:49.54	-72:25:17.2	15.557	16.122	3.0078020	0.0000008
OGLE-SMC-CEP-4066	SMC119.5	24	01:08:50.28	-71:22:33.2	14.991	15.565	3.1035787	0.0000082
OGLE-SMC-CEP-4067	SMC111.1	3475	01:08:51.81	-73:38:20.0	14.971	15.477	3.2136529	0.0000090
OGLE-SMC-CEP-4068	SMC110.1	19434	01:08:51.82	-72:54:54.3	15.607	16.177	2.0106132	0.0000019
OGLE-SMC-CEP-4069	SMC118.6	131	01:08:51.97	-72:07:20.5	16.605	17.124	1.3008746	0.0000003
OGLE-SMC-CEP-4070	SMC119.6	39	01:08:52.23	-71:27:49.6	15.538	16.247	3.5789937	0.0000054
OGLE-SMC-CEP-4071	SMC111.3	15672	01:08:53.34	-73:12:40.1	15.525	16.115	2.9607743	0.0000017
OGLE-SMC-CEP-4072	SMC113.2	28769	01:08:53.92	-72:10:58.6	15.465	15.976	1.9678489	0.0000048
OGLE-SMC-CEP-4073	SMC112.4	7834	01:08:55.29	-73:38:23.6	16.537	16.986	0.9460945	0.0000007
OGLE-SMC-CEP-4074	SMC119.7	112	01:08:55.49	-71:37:19.5	15.702	16.234	1.7897530	0.0000021
OGLE-SMC-CEP-4075	SMC111.3	15821	01:08:57.21	-73:13:29.7	17.236	17.824	0.8063544	0.0000014
OGLE-SMC-CEP-4076	SMC118.6	17	01:08:57.29	-72:03:37.2	15.220	15.848	3.8326554	0.0000023
OGLE-SMC-CEP-4077	SMC119.5	26	01:08:57.33	-71:15:54.5	15.052	15.781	5.9382744	0.0000377
OGLE-SMC-CEP-4078	SMC111.2	4277	01:08:57.55	-73:28:02.8	16.246	16.978	3.5173379	0.0000178
OGLE-SMC-CEP-4079	SMC110.2	12499	01:08:57.69	-72:51:05.4	15.597	16.352	4.0275123	0.0000041
OGLE-SMC-CEP-4080	SMC119.7	236	01:08:59.78	-71:34:14.6	16.803	17.267	0.8341013	0.0000009
OGLE-SMC-CEP-4081	SMC110.2	25235	01:08:59.94	-72:47:11.3	17.640	18.256	0.6561775	0.0000005
OGLE-SMC-CEP-4082	SMC118.5	60	01:08:59.98	-71:52:13.9	15.804	16.506	3.1639409	0.0000024
OGLE-SMC-CEP-4083	SMC110.3	22280	01:09:00.06	-72:36:30.5	13.837	14.735	7.6071301	0.0000179
OGLE-SMC-CEP-4084	SMC119.6	103	01:09:00.67	-71:28:04.7	15.700	16.323	3.0746668	0.0000016
OGLE-SMC-CEP-4085	SMC118.5	18	01:09:01.95	-71:58:45.5	14.785	15.572	7.1250009	0.0000366
OGLE-SMC-CEP-4086	SMC111.1	3513	01:09:03.27	-73:36:00.9	16.844	17.498	1.4289116	0.0000016
OGLE-SMC-CEP-4087	SMC118.6	146	01:09:03.29	-72:06:57.8	16.331	17.006	2.1270611	0.0000015
OGLE-SMC-CEP-4088	SMC111.3	5718	01:09:04.19	-73:18:25.8	17.121	17.751	1.2926029	0.0000006
OGLE-SMC-CEP-4089	SMC119.6	105	01:09:04.54	-71:26:04.5	15.856	16.388	2.4114291	0.0000012
OGLE-SMC-CEP-4090	SMC111.4	15577	01:09:04.55	-73:04:06.4	15.534	16.210	2.9070256	0.0000044
OGLE-SMC-CEP-4091	SMC118.8	12	01:09:04.85	-72:20:15.0	14.439	15.244	9.1585357	0.0000159
OGLE-SMC-CEP-4092	SMC111.3	5602	01:09:05.19	-73:18:26.1	16.391	16.890	1.0409442	0.0000006
OGLE-SMC-CEP-4093	SMC110.1	19472	01:09:07.17	-72:56:05.5	16.808	17.235	0.9139033	0.0000003
OGLE-SMC-CEP-4094	SMC110.1	19473	01:09:07.53	-72:55:05.8	16.531	17.063	1.3958789	0.0000003
OGLE-SMC-CEP-4095	SMC111.3	5567	01:09:08.41	-73:19:09.9	15.953	16.672	3.1093351	0.0000022
OGLE-SMC-CEP-4096	SMC118.7	1044	01:09:08.66	-72:16:31.3	18.087	18.535	0.4872182	0.0000002
OGLE-SMC-CEP-4097	SMC119.5	33	01:09:09.24	-71:19:34.2	15.400	15.956	2.4073437	0.0000057
OGLE-SMC-CEP-4098	SMC110.3	22374	01:09:10.23	-72:38:42.6	16.679	17.431	1.4651057	0.0000090
OGLE-SMC-CEP-4099	SMC111.2	4285	01:09:10.38	-73:25:30.5	16.847	17.507	1.5442296	0.0000008
OGLE-SMC-CEP-4100	SMC119.6	107	01:09:10.40	-71:30:30.5	16.252	16.743	1.1750802	0.0000008
OGLE-SMC-CEP-4101	SMC118.7	36	01:09:10.80	-72:16:48.5	14.924	16.148	1.7297779	0.0000045
OGLE-SMC-CEP-4102	SMC110.3	10374	01:09:11.18	-72:41:47.1	17.073	17.711	1.2813730	0.0000004
OGLE-SMC-CEP-4103	SMC111.2	4362	01:09:12.17	-73:27:50.6	17.414	17.885	0.6355461	0.0000003
OGLE-SMC-CEP-4104	SMC118.7	208	01:09:12.90	-72:14:26.9	16.613	17.076	0.9632111	0.0000004
OGLE-SMC-CEP-4105	SMC119.8	54	01:09:14.61	-71:49:09.2	15.232	15.901	3.2427983	0.0000098
OGLE-SMC-CEP-4106	SMC111.3	5612	01:09:14.89	-73:16:49.6	16.640	17.254	1.7719222	0.0000007
OGLE-SMC-CEP-4107	SMC119.6	205	01:09:16.89	-71:33:35.6	16.537	-99.99	1.0317259	0.0000025
OGLE-SMC-CEP-4108	SMC119.6	112	01:09:17.23	-71:26:11.7	15.841	16.385	2.4505359	0.0000011
OGLE-SMC-CEP-4109	SMC119.6	113	01:09:17.60	-71:33:38.5	16.420	-99.99	1.0700675	0.0000061
OGLE-SMC-CEP-4110	SMC118.5	156	01:09:17.96	-71:53:04.0	16.778	17.240	0.8721984	0.0000004
OGLE-SMC-CEP-4111	SMC110.1	8410	01:09:18.14	-73:01:42.8	16.020	16.753	2.7787480	0.0000012
OGLE-SMC-CEP-4112	SMC118.8	121	01:09:18.18	-72:20:58.2	15.613	16.223	2.0628794	0.0000026
OGLE-SMC-CEP-4113	SMC118.8	262	01:09:18.25	-72:26:10.2	16.934	17.513	0.8503428	0.0000010
OGLE-SMC-CEP-4114	SMC119.7	132	01:09:18.62	-71:42:41.5	15.836	16.361	1.7630895	0.0000053
OGLE-SMC-CEP-4115	SMC119.7	258	01:09:18.65	-71:37:12.4	16.929	17.562	1.3132962	0.0000008
OGLE-SMC-CEP-4116	SMC119.6	116	01:09:19.86	-71:29:23.1	16.365	16.959	1.7851942	0.0000008
OGLE-SMC-CEP-4117	SMC119.5	96	01:09:20.11	-71:22:40.1	16.518	17.004	1.6364342	0.0000007
OGLE-SMC-CEP-4118	SMC111.4	18336	01:09:20.64	-73:04:20.2	15.771	16.293	1.7108660	0.0000083
OGLE-SMC-CEP-4119	SMC110.2	25129	01:09:20.81	-72:47:13.5	15.211	15.833	3.0481018	0.0000058
OGLE-SMC-CEP-4120	SMC111.1	3522	01:09:21.01	-73:37:31.8	16.467	17.117	1.7374706	0.0000066
OGLE-SMC-CEP-4121	SMC110.4	23250	01:09:21.24	-72:30:21.7	17.155	17.661	1.1408310	0.0000013
OGLE-SMC-CEP-4122	SMC118.8	542	01:09:21.37	-72:19:18.4	17.257	17.849	1.0653509	0.0000005
OGLE-SMC-CEP-4123	SMC119.8	292	01:09:21.78	-71:47:59.3	16.698	17.208	1.3217846	0.0000005
OGLE-SMC-CEP-4124	SMC119.8	151	01:09:22.46	-71:43:33.6	16.311	16.945	2.1523773	0.0000015
OGLE-SMC-CEP-4125	SMC115.5	57	01:09:24.77	-72:33:31.9	16.025	16.641	2.2225335	0.0000009
OGLE-SMC-CEP-4126	SMC119.5	40	01:09:25.00	-71:18:10.9	14.920	15.640	6.0647297	0.0000195
OGLE-SMC-CEP-4127	SMC111.3	7743	01:09:25.39	-73:17:48.2	15.589	16.232	2.9821179	0.0000022
OGLE-SMC-CEP-4128	SMC111.1	4832	01:09:26.66	-73:36:14.8	15.981	16.488	1.3906067	0.0000016
OGLE-SMC-CEP-4129	SMC111.4	18364	01:09:28.37	-73:05:31.8	16.279	16.932	1.9459599	0.0000034
OGLE-SMC-CEP-4130	SMC112.2	5378	01:09:28.61	-73:59:12.5	15.737	16.383	3.1816020	0.0000017
OGLE-SMC-CEP-4131	SMC119.8	159	01:09:30.44	-71:48:23.6	16.126	16.603	1.2550592	0.0000017
OGLE-SMC-CEP-4132	SMC118.7	113	01:09:30.59	-72:12:30.3	15.835	16.460	2.7126092	0.0000015
OGLE-SMC-CEP-4133	SMC112.2	5437	01:09:31.79	-73:55:52.8	17.223	17.759	0.6555245	0.0000007
OGLE-SMC-CEP-4134	SMC115.7	63	01:09:31.91	-72:45:10.2	15.756	16.302	1.8281208	0.0000018
OGLE-SMC-CEP-4135	SMC111.4	7836	01:09:33.80	-73:09:00.3	15.238	15.870	3.7895400	0.0000020
OGLE-SMC-CEP-4136	SMC111.2	14438	01:09:35.24	-73:20:29.6	15.884	16.484	2.7124511	0.0000018
OGLE-SMC-CEP-4137	SMC115.8	69	01:09:36.96	-72:57:41.7	15.598	16.313	3.8255854	0.0000038
OGLE-SMC-CEP-4138	SMC115.7	15	01:09:38.07	-72:51:30.8	15.285	15.876	2.9501728	0.0000050
OGLE-SMC-CEP-4139	SMC115.7	17	01:09:38.22	-72:52:47.7	15.299	16.001	2.8256382	0.0000062
OGLE-SMC-CEP-4140	SMC119.8	76	01:09:38.50	-71:49:52.3	15.281	15.828	2.1990618	0.0000036
OGLE-SMC-CEP-4141	SMC111.2	5900	01:09:39.99	-73:25:00.1	15.466	16.027	2.0754751	0.0000028
OGLE-SMC-CEP-4142	SMC111.4	18376	01:09:40.61	-73:03:50.9	16.571	17.221	1.7283539	0.0000014
OGLE-SMC-CEP-4143	SMC112.4	7797	01:09:40.76	-73:43:05.8	14.352	15.214	9.6367393	0.0000669
OGLE-SMC-CEP-4144	SMC119.8	316	01:09:41.10	-71:44:19.6	16.561	17.171	1.7749842	0.0000009
OGLE-SMC-CEP-4145	SMC119.5	188	01:09:41.28	-71:17:10.4	16.826	17.396	1.4206342	0.0000007
OGLE-SMC-CEP-4146	SMC119.5	49	01:09:41.72	-71:20:04.2	15.820	16.477	2.9599821	0.0000031
OGLE-SMC-CEP-4147	SMC118.7	125	01:09:42.45	-72:17:36.2	15.837	16.423	2.5066275	0.0000018
OGLE-SMC-CEP-4148	SMC115.7	216	01:09:42.64	-72:51:11.5	16.926	17.398	0.7100881	0.0000026
OGLE-SMC-CEP-4149	SMC119.8	171	01:09:42.79	-71:49:29.8	15.997	16.643	2.6108078	0.0000019
OGLE-SMC-CEP-4150	SMC115.7	480	01:09:44.76	-72:50:55.7	17.280	17.905	1.5005616	0.0000013
OGLE-SMC-CEP-4151	SMC119.7	72	01:09:45.45	-71:34:16.1	15.194	15.799	2.9040513	0.0000066
OGLE-SMC-CEP-4152	SMC119.7	74	01:09:45.92	-71:34:46.6	15.203	15.913	4.7304697	0.0000069
OGLE-SMC-CEP-4153	SMC111.1	4868	01:09:46.77	-73:34:34.5	16.270	16.846	2.0604355	0.0000012
OGLE-SMC-CEP-4154	SMC115.5	88	01:09:46.98	-72:32:35.9	15.802	16.316	1.7905931	0.0000040
OGLE-SMC-CEP-4155	SMC115.8	202	01:09:47.24	-73:01:27.5	16.559	17.087	1.3895485	0.0000006
OGLE-SMC-CEP-4156	SMC111.4	18383	01:09:48.07	-73:03:04.4	16.873	17.501	1.0722842	0.0000013
OGLE-SMC-CEP-4157	SMC119.5	110	01:09:49.50	-71:20:02.5	16.414	16.935	1.2562660	0.0000016
OGLE-SMC-CEP-4158	SMC119.8	325	01:09:49.82	-71:48:33.2	17.005	17.639	1.2998556	0.0000016
OGLE-SMC-CEP-4159	SMC119.5	57	01:09:50.55	-71:16:56.7	15.665	16.365	3.4838743	0.0000064
OGLE-SMC-CEP-4160	SMC115.7	95	01:09:51.03	-72:53:34.4	15.755	16.345	2.2662375	0.0000069
OGLE-SMC-CEP-4161	SMC119.6	136	01:09:51.57	-71:25:55.3	16.441	17.012	1.8907514	0.0000093
OGLE-SMC-CEP-4162	SMC119.5	114	01:09:51.72	-71:23:57.4	16.427	16.896	1.1177382	0.0000011
OGLE-SMC-CEP-4163	SMC111.1	11860	01:09:52.12	-73:31:29.5	16.769	17.354	1.1199295	0.0000017
OGLE-SMC-CEP-4164	SMC111.4	7892	01:09:53.44	-73:07:13.7	16.657	17.157	1.1986863	0.0000003
OGLE-SMC-CEP-4165	SMC111.3	18376	01:09:53.65	-73:11:34.2	16.519	17.222	2.0110189	0.0000013
OGLE-SMC-CEP-4166	SMC111.3	7784	01:09:54.94	-73:16:10.2	16.574	17.069	1.2789408	0.0000004
OGLE-SMC-CEP-4167	SMC119.6	6848	01:09:57.16	-71:25:59.2	15.097	15.677	4.4820689	0.0000042
OGLE-SMC-CEP-4168	SMC118.5	201	01:09:57.29	-71:58:54.9	16.788	17.387	1.2874518	0.0000005
OGLE-SMC-CEP-4169	SMC118.5	104	01:09:57.71	-71:56:09.4	15.614	16.156	1.8308471	0.0000023
OGLE-SMC-CEP-4170	SMC112.4	7986	01:09:58.44	-73:41:46.8	16.685	17.251	1.5136351	0.0000006
OGLE-SMC-CEP-4171	SMC115.6	113	01:09:58.99	-72:43:40.7	16.255	16.828	1.9624996	0.0000009
OGLE-SMC-CEP-4172	SMC119.7	8233	01:09:59.69	-71:38:03.7	15.951	16.613	1.9507923	0.0000052
OGLE-SMC-CEP-4173	SMC116.6	89	01:10:00.30	-73:12:28.0	16.139	16.696	1.5736978	0.0000066
OGLE-SMC-CEP-4174	SMC115.5	493	01:10:00.46	-72:34:23.1	17.136	17.757	0.9406925	0.0000013
OGLE-SMC-CEP-4175	SMC115.6	531	01:10:01.25	-72:38:53.9	17.265	17.906	0.8426607	0.0000014
OGLE-SMC-CEP-4176	SMC115.6	253	01:10:02.09	-72:41:37.4	16.847	17.509	1.5748672	0.0000008
OGLE-SMC-CEP-4177	SMC118.8	320	01:10:02.16	-72:23:24.8	16.803	17.473	1.5310501	0.0000023
OGLE-SMC-CEP-4178	SMC118.5	108	01:10:02.23	-71:59:42.1	15.433	16.045	3.6375404	0.0000103
OGLE-SMC-CEP-4179	SMC115.5	25	01:10:02.82	-72:32:07.3	15.175	15.962	5.6623407	0.0000212
OGLE-SMC-CEP-4180	SMC112.2	5459	01:10:04.64	-74:02:48.8	16.658	17.222	1.5241136	0.0000007
OGLE-SMC-CEP-4181	SMC118.6	218	01:10:05.15	-72:02:03.0	16.418	16.949	1.1356497	0.0000010
OGLE-SMC-CEP-4182	SMC118.6	94	01:10:05.86	-72:05:28.2	15.788	16.321	2.2687391	0.0000012
OGLE-SMC-CEP-4183	SMC115.8	96	01:10:06.01	-72:54:28.1	16.040	16.574	1.5094733	0.0000016
OGLE-SMC-CEP-4184	SMC116.5	198	01:10:06.06	-73:04:16.4	16.625	17.156	1.3259028	0.0000005
OGLE-SMC-CEP-4185	SMC112.4	7800	01:10:06.63	-73:39:05.0	14.316	15.116	8.8256603	0.0000327
OGLE-SMC-CEP-4186	SMC115.8	32	01:10:06.96	-72:56:53.1	15.133	15.772	3.0216997	0.0000083
OGLE-SMC-CEP-4187	SMC118.7	275	01:10:07.05	-72:15:33.1	16.401	16.970	1.2934185	0.0000012
OGLE-SMC-CEP-4188	SMC112.3	6437	01:10:08.28	-73:47:44.3	16.018	16.548	1.5201383	0.0000014
OGLE-SMC-CEP-4189	SMC112.4	7880	01:10:09.70	-73:42:48.6	15.992	16.489	1.3744484	0.0000015
OGLE-SMC-CEP-4190	SMC119.5	5961	01:10:09.99	-71:23:07.7	16.661	17.140	0.9883170	0.0000009
OGLE-SMC-CEP-4191	SMC116.7	86	01:10:11.26	-73:22:24.8	16.180	16.753	2.1601085	0.0000010
OGLE-SMC-CEP-4192	SMC111.4	7843	01:10:11.38	-73:10:36.6	14.360	15.158	8.9852346	0.0000355
OGLE-SMC-CEP-4193	SMC115.5	28	01:10:12.63	-72:29:23.1	14.683	15.448	7.2724443	0.0000164
OGLE-SMC-CEP-4194	SMC119.5	5821	01:10:13.33	-71:20:03.8	14.743	15.402	6.4902508	0.0000114
OGLE-SMC-CEP-4195	SMC118.8	3415	01:10:13.46	-72:26:26.2	19.164	19.616	0.2516655	0.0000009
OGLE-SMC-CEP-4196	SMC115.6	128	01:10:13.80	-72:43:28.3	15.740	16.297	1.7935420	0.0000018
OGLE-SMC-CEP-4197	SMC115.5	119	01:10:14.82	-72:27:45.7	15.541	16.256	2.7079800	0.0000086
OGLE-SMC-CEP-4198	SMC116.5	102	01:10:15.00	-73:08:48.7	16.018	16.599	2.5798757	0.0000016
OGLE-SMC-CEP-4199	SMC116.5	103	01:10:17.33	-73:11:03.7	16.402	-99.99	1.8092599	0.0000057
OGLE-SMC-CEP-4200	SMC115.6	283	01:10:17.53	-72:38:54.0	16.555	17.146	1.4783498	0.0000006
OGLE-SMC-CEP-4201	SMC116.6	106	01:10:18.41	-73:17:11.0	16.095	16.713	1.6123857	0.0000032
OGLE-SMC-CEP-4202	SMC116.6	108	01:10:19.82	-73:13:04.8	16.500	17.095	1.5902672	0.0000008
OGLE-SMC-CEP-4203	SMC112.2	5474	01:10:19.92	-73:56:16.7	16.692	17.134	0.6630356	0.0000022
OGLE-SMC-CEP-4204	SMC115.5	135	01:10:24.31	-72:34:30.1	15.790	16.446	2.9032178	0.0000015
OGLE-SMC-CEP-4205	SMC119.6	6912	01:10:26.33	-71:31:10.8	15.779	16.392	1.9448659	0.0000037
OGLE-SMC-CEP-4206	SMC116.7	98	01:10:26.63	-73:29:15.8	16.730	17.301	1.4636627	0.0000027
OGLE-SMC-CEP-4207	SMC118.7	163	01:10:27.87	-72:11:17.2	16.060	16.739	1.5135232	0.0000036
OGLE-SMC-CEP-4208	SMC118.8	351	01:10:27.90	-72:26:43.5	16.304	16.965	1.9697391	0.0000012
OGLE-SMC-CEP-4209	SMC112.3	6561	01:10:29.05	-73:55:19.9	16.410	17.027	1.7411135	0.0000009
OGLE-SMC-CEP-4210	SMC116.6	48	01:10:29.39	-73:16:19.8	15.710	16.252	1.7784062	0.0000035
OGLE-SMC-CEP-4211	SMC115.8	115	01:10:30.85	-72:54:38.8	15.665	16.347	2.9875071	0.0000038
OGLE-SMC-CEP-4212	SMC119.6	6922	01:10:32.48	-71:26:36.6	15.775	16.428	2.7690798	0.0000014
OGLE-SMC-CEP-4213	SMC118.5	122	01:10:32.99	-71:57:34.2	15.577	16.170	2.8798116	0.0000015
OGLE-SMC-CEP-4214	SMC112.1	4620	01:10:33.29	-74:12:28.2	17.068	17.514	0.8707156	0.0000006
OGLE-SMC-CEP-4215	SMC118.5	123	01:10:33.46	-71:59:00.7	15.515	16.133	2.3011721	0.0000046
OGLE-SMC-CEP-4216	SMC115.6	145	01:10:34.61	-72:39:53.3	16.054	16.673	1.9975213	0.0000022
OGLE-SMC-CEP-4217	SMC115.8	286	01:10:35.88	-72:55:56.3	16.542	17.234	2.0412606	0.0000016
OGLE-SMC-CEP-4218	SMC115.8	121	01:10:36.21	-72:55:13.7	16.289	16.803	2.0345830	0.0000014
OGLE-SMC-CEP-4219	SMC115.8	45	01:10:38.74	-72:54:05.6	15.210	15.922	4.8444906	0.0000164
OGLE-SMC-CEP-4220	SMC115.7	146	01:10:39.02	-72:48:09.9	15.517	16.273	3.9881574	0.0000180
OGLE-SMC-CEP-4221	SMC118.8	197	01:10:40.10	-72:24:32.9	15.461	16.102	2.4887941	0.0000056
OGLE-SMC-CEP-4222	SMC115.7	305	01:10:40.97	-72:46:06.8	16.505	17.098	1.6509767	0.0000015
OGLE-SMC-CEP-4223	SMC119.6	6868	01:10:41.81	-71:28:59.6	15.514	16.203	3.8113737	0.0000033
OGLE-SMC-CEP-4224	SMC119.7	8196	01:10:43.26	-71:34:09.1	15.449	16.015	2.2465420	0.0000103
OGLE-SMC-CEP-4225	SMC118.5	6832	01:10:44.55	-71:57:14.1	16.199	16.742	1.2915344	0.0000032
OGLE-SMC-CEP-4226	SMC115.6	54	01:10:47.65	-72:39:44.3	15.291	15.891	3.2296108	0.0000020
OGLE-SMC-CEP-4227	SMC115.7	319	01:10:48.03	-72:51:33.4	17.081	17.746	1.0175023	0.0000028
OGLE-SMC-CEP-4228	SMC115.6	159	01:10:48.74	-72:40:42.9	15.661	16.365	3.4167622	0.0000027
OGLE-SMC-CEP-4229	SMC119.5	6005	01:10:48.84	-71:22:43.5	16.978	17.461	0.7701872	0.0000007
OGLE-SMC-CEP-4230	SMC115.7	156	01:10:49.31	-72:47:33.8	15.391	16.131	4.4185156	0.0000051
OGLE-SMC-CEP-4231	SMC116.6	136	01:10:49.85	-73:17:23.0	16.760	17.243	0.8664695	0.0000005
OGLE-SMC-CEP-4232	SMC115.8	132	01:10:50.22	-73:01:04.0	15.744	16.296	1.7216842	0.0000017
OGLE-SMC-CEP-4233	SMC116.5	270	01:10:51.69	-73:07:27.5	16.903	17.478	0.9677678	0.0000008
OGLE-SMC-CEP-4234	SMC118.7	8502	01:10:52.01	-72:11:42.5	16.066	16.694	1.4527921	0.0000029
OGLE-SMC-CEP-4235	SMC115.8	136	01:10:53.66	-72:54:13.9	15.629	16.359	4.0059837	0.0000064
OGLE-SMC-CEP-4236	SMC116.6	140	01:10:55.17	-73:14:39.8	16.586	17.073	0.8976237	0.0000004
OGLE-SMC-CEP-4237	SMC119.8	10448	01:10:57.54	-71:50:53.8	16.433	16.996	1.3025120	0.0000150
OGLE-SMC-CEP-4238	SMC115.5	156	01:10:57.55	-72:30:07.6	15.567	16.279	3.4376987	0.0000045
OGLE-SMC-CEP-4239	SMC115.5	307	01:10:58.42	-72:32:03.0	16.672	17.342	1.6595959	0.0000012
OGLE-SMC-CEP-4240	SMC116.5	287	01:10:58.43	-73:09:26.2	17.193	17.882	1.4015208	0.0000008
OGLE-SMC-CEP-4241	SMC118.6	7422	01:11:00.05	-72:00:17.2	14.790	15.419	3.2976457	0.0000757
OGLE-SMC-CEP-4242	SMC115.8	2185	01:11:01.02	-72:59:20.8	18.120	18.852	0.3465800	0.0000011
OGLE-SMC-CEP-4243	SMC116.5	820	01:11:02.51	-73:09:42.6	18.252	18.815	0.3937269	0.0000004
OGLE-SMC-CEP-4244	SMC115.8	149	01:11:02.63	-73:01:49.4	16.278	17.011	1.8470483	0.0000052
OGLE-SMC-CEP-4245	SMC116.5	301	01:11:02.64	-73:06:28.8	17.012	17.455	0.6607357	0.0000004
OGLE-SMC-CEP-4246	SMC117.5	14	01:11:02.81	-73:41:50.4	15.316	15.997	3.7518122	0.0000047
OGLE-SMC-CEP-4247	SMC115.8	148	01:11:02.82	-72:54:10.0	15.941	16.534	2.8550485	0.0000026
OGLE-SMC-CEP-4248	SMC115.6	749	01:11:04.32	-72:44:25.9	17.198	17.832	1.1261887	0.0000008
OGLE-SMC-CEP-4249	SMC118.8	9837	01:11:05.98	-72:25:12.9	16.945	17.518	1.2264177	0.0000005
OGLE-SMC-CEP-4250	SMC116.6	147	01:11:07.02	-73:18:33.0	16.308	16.947	1.4664888	0.0000016
OGLE-SMC-CEP-4251	SMC119.7	8281	01:11:08.22	-71:36:10.4	16.070	16.640	2.2991840	0.0000017
OGLE-SMC-CEP-4252	SMC115.6	181	01:11:09.28	-72:37:35.2	15.712	16.438	3.1145585	0.0000036
OGLE-SMC-CEP-4253	SMC117.7	37	01:11:11.12	-74:03:40.6	16.053	16.825	1.7584154	0.0000013
OGLE-SMC-CEP-4254	SMC118.6	7571	01:11:11.13	-72:04:48.5	16.550	17.091	1.3803666	0.0000005
OGLE-SMC-CEP-4255	SMC118.8	9751	01:11:11.43	-72:24:44.9	15.581	16.224	2.0912447	0.0000052
OGLE-SMC-CEP-4256	SMC119.8	10459	01:11:13.13	-71:51:02.9	15.643	16.176	1.8886821	0.0000046
OGLE-SMC-CEP-4257	SMC115.6	776	01:11:13.72	-72:42:59.0	17.327	17.896	0.7180855	0.0000008
