# ID	Field	StarID	RA	Decl	I	V	P_1	dP_1
OGLE-SMC-CEP-0739	SMC125.4	22623	00:45:18.04	-73:08:13.6	16.950	17.802	1.8692752	0.0000011
OGLE-SMC-CEP-0740	SMC125.1	37312	00:45:18.63	-73:29:22.5	16.348	17.026	2.2984897	0.0000019
OGLE-SMC-CEP-0741	SMC125.3	58622	00:45:19.40	-73:13:30.8	16.727	17.358	1.9349285	0.0000009
OGLE-SMC-CEP-0742	SMC125.1	14684	00:45:19.89	-73:33:55.4	16.852	17.524	1.6175140	0.0000005
OGLE-SMC-CEP-0743	SMC128.1	9152	00:45:20.35	-74:11:13.5	17.301	17.871	0.7422568	0.0000008
OGLE-SMC-CEP-0744	SMC126.3	13074	00:45:20.65	-72:38:44.6	16.956	17.509	0.8596897	0.0000010
OGLE-SMC-CEP-0745	SMC125.3	25167	00:45:21.75	-73:18:26.9	16.671	17.226	1.5474813	0.0000003
OGLE-SMC-CEP-0746	SMC125.3	58633	00:45:23.32	-73:13:13.2	16.901	17.523	1.4379896	0.0000003
OGLE-SMC-CEP-0747	SMC125.4	51180	00:45:23.43	-73:02:13.8	17.008	17.697	1.4573281	0.0000004
OGLE-SMC-CEP-0748	SMC126.1	19030	00:45:23.57	-72:59:08.0	16.541	17.145	1.8252175	0.0000004
OGLE-SMC-CEP-0749	SMC125.2	20682	00:45:23.99	-73:26:15.0	15.493	16.190	2.9291847	0.0000036
OGLE-SMC-CEP-0750	SMC125.4	51186	00:45:24.55	-73:02:58.6	17.014	17.745	1.5768637	0.0000004
OGLE-SMC-CEP-0751	SMC125.3	25427	00:45:24.95	-73:15:55.4	17.634	18.448	1.2110881	0.0000005
OGLE-SMC-CEP-0752	SMC125.3	58525	00:45:25.06	-73:11:46.7	15.567	16.309	3.9110661	0.0000014
OGLE-SMC-CEP-0753	SMC125.4	22638	00:45:25.14	-73:08:52.7	16.710	17.396	1.6869475	0.0000003
OGLE-SMC-CEP-0754	SMC125.3	58906	00:45:25.51	-73:12:25.8	17.811	18.587	0.7248116	0.0000003
OGLE-SMC-CEP-0755	SMC126.4	9770	00:45:26.71	-72:27:11.3	14.705	15.467	6.6482240	0.0000137
OGLE-SMC-CEP-0756	SMC125.4	51197	00:45:28.35	-73:03:50.4	16.975	17.674	1.0995536	0.0000005
OGLE-SMC-CEP-0757	SMC125.4	22551	00:45:30.41	-73:06:49.3	16.340	17.062	2.2435169	0.0000006
OGLE-SMC-CEP-0758	SMC125.3	25191	00:45:30.80	-73:15:52.9	16.452	16.953	1.2322766	0.0000004
OGLE-SMC-CEP-0759	SMC126.1	19059	00:45:31.29	-72:59:26.5	16.478	17.067	1.2615577	0.0000006
OGLE-SMC-CEP-0760	SMC125.4	51210	00:45:31.54	-73:05:37.9	16.558	17.363	1.6753816	0.0000016
OGLE-SMC-CEP-0761	SMC128.4	17901	00:45:33.85	-73:43:26.4	15.111	15.894	6.4635271	0.0000113
OGLE-SMC-CEP-0762	SMC125.2	20828	00:45:35.12	-73:25:29.8	17.176	17.858	1.2852784	0.0000009
OGLE-SMC-CEP-0763	SMC125.2	51180	00:45:36.05	-73:22:00.9	17.675	18.802	1.5897333	0.0000015
OGLE-SMC-CEP-0764	SMC128.2	9284	00:45:36.80	-73:55:39.8	16.339	16.839	1.3641528	0.0000017
OGLE-SMC-CEP-0765	SMC125.2	50828	00:45:37.22	-73:21:24.8	16.651	17.309	1.7466829	0.0000014
OGLE-SMC-CEP-0766	SMC125.4	51232	00:45:38.34	-73:02:32.6	16.728	17.456	1.8214114	0.0000008
OGLE-SMC-CEP-0767	SMC125.3	58673	00:45:38.53	-73:14:53.3	17.202	18.107	1.7152746	0.0000016
OGLE-SMC-CEP-0768	SMC126.1	19080	00:45:38.87	-72:55:50.2	16.744	17.386	1.5641748	0.0000004
OGLE-SMC-CEP-0769	SMC126.2	16702	00:45:39.77	-72:52:53.7	17.200	17.887	1.2638612	0.0000007
OGLE-SMC-CEP-0770	SMC125.1	14655	00:45:40.25	-73:34:16.6	16.209	16.819	2.1539461	0.0000006
OGLE-SMC-CEP-0771	SMC125.3	58686	00:45:41.49	-73:12:55.0	16.895	17.633	1.8425177	0.0000005
OGLE-SMC-CEP-0772	SMC126.2	15956	00:45:41.80	-72:49:32.9	16.761	17.248	0.9858576	0.0000009
OGLE-SMC-CEP-0773	SMC125.3	25223	00:45:42.33	-73:18:15.4	16.657	17.423	2.1061773	0.0000007
OGLE-SMC-CEP-0774	SMC126.2	15957	00:45:42.65	-72:52:40.5	16.593	17.243	1.9146580	0.0000005
OGLE-SMC-CEP-0775	SMC126.1	18793	00:45:43.24	-72:57:35.3	16.015	16.538	1.5929104	0.0000009
OGLE-SMC-CEP-0776	SMC125.2	50759	00:45:43.75	-73:23:55.5	14.379	15.164	8.8491996	0.0000102
OGLE-SMC-CEP-0777	SMC125.1	37416	00:45:45.76	-73:32:15.1	17.118	17.836	1.5049235	0.0000011
OGLE-SMC-CEP-0778	SMC126.1	19111	00:45:47.59	-72:53:19.7	16.748	17.373	1.6344768	0.0000003
OGLE-SMC-CEP-0779	SMC104.6	183	00:45:48.19	-74:13:37.0	17.087	17.692	1.0205236	0.0000011
OGLE-SMC-CEP-0780	SMC104.6	191	00:45:48.81	-74:19:09.7	16.729	17.395	1.7416149	0.0000008
OGLE-SMC-CEP-0781	SMC125.2	51262	00:45:49.46	-73:23:45.5	17.307	17.820	0.6551554	0.0000007
OGLE-SMC-CEP-0782	SMC125.2	20858	00:45:50.77	-73:27:27.3	16.651	17.253	1.1142493	0.0000033
OGLE-SMC-CEP-0783	SMC125.1	37340	00:45:50.96	-73:31:40.2	16.099	16.736	1.7316233	0.0000015
OGLE-SMC-CEP-0784	SMC125.4	22703	00:45:51.03	-73:06:56.8	16.886	17.638	1.7149288	0.0000007
OGLE-SMC-CEP-0785	SMC125.2	51280	00:45:51.71	-73:23:56.8	17.353	18.049	0.8588984	0.0000005
OGLE-SMC-CEP-0786	SMC103.8	10897	00:45:52.43	-73:54:34.6	17.484	18.139	1.1803272	0.0000012
OGLE-SMC-CEP-0787	SMC126.1	19131	00:45:52.77	-72:59:36.7	16.654	17.305	1.9276222	0.0000005
OGLE-SMC-CEP-0788	SMC126.1	19976	00:45:52.82	-72:53:34.7	17.401	17.988	0.9653582	0.0000003
OGLE-SMC-CEP-0789	SMC104.5	217	00:45:52.82	-74:08:17.1	16.815	17.348	0.9153988	0.0000010
OGLE-SMC-CEP-0790	SMC126.2	15990	00:45:53.62	-72:49:45.0	16.323	16.861	1.3262384	0.0000006
OGLE-SMC-CEP-0791	SMC125.4	22709	00:45:53.67	-73:09:15.7	16.586	17.381	2.2688577	0.0000009
OGLE-SMC-CEP-0792	SMC128.3	12894	00:45:54.54	-73:51:22.2	16.890	17.470	1.2503151	0.0000010
OGLE-SMC-CEP-0793	SMC125.1	37275	00:45:55.55	-73:30:23.4	14.557	15.389	8.0400032	0.0000084
OGLE-SMC-CEP-0794	SMC125.4	22718	00:45:55.98	-73:09:45.2	16.591	17.204	1.8470906	0.0000007
OGLE-SMC-CEP-0795	SMC125.4	22525	00:45:56.31	-73:10:01.1	15.410	16.332	5.6391684	0.0000089
OGLE-SMC-CEP-0796	SMC125.3	59143	00:45:56.65	-73:10:45.5	17.617	18.386	1.2698578	0.0000005
OGLE-SMC-CEP-0797	SMC125.1	14666	00:45:57.07	-73:34:48.5	15.502	16.168	2.6231639	0.0000037
OGLE-SMC-CEP-0798	SMC126.1	18813	00:45:57.69	-72:55:17.4	15.567	16.016	2.2992305	0.0000041
OGLE-SMC-CEP-0799	SMC128.3	12906	00:45:57.88	-73:46:46.7	17.333	17.857	1.1540739	0.0000004
OGLE-SMC-CEP-0800	SMC128.4	18457	00:45:58.20	-73:42:10.7	16.581	17.144	1.2598151	0.0000009
OGLE-SMC-CEP-0801	SMC125.2	50793	00:45:58.88	-73:23:08.3	14.871	15.848	8.1409001	0.0000086
OGLE-SMC-CEP-0802	SMC100.8	30297	00:45:59.01	-73:21:41.7	17.522	18.283	1.2067512	0.0000003
OGLE-SMC-CEP-0803	SMC100.7	34915	00:45:59.06	-73:10:18.5	16.572	17.536	2.1237557	0.0000015
OGLE-SMC-CEP-0804	SMC103.8	54	00:45:59.50	-73:58:52.5	16.736	17.309	1.1131655	0.0000011
OGLE-SMC-CEP-0805	SMC126.2	15712	00:45:59.67	-72:51:20.4	15.723	16.423	3.5697637	0.0000023
OGLE-SMC-CEP-0806	SMC126.1	19158	00:46:00.17	-72:55:33.7	16.311	16.895	2.0750127	0.0000008
OGLE-SMC-CEP-0807	SMC100.7	34920	00:46:00.24	-73:10:32.8	16.522	17.006	0.7825965	0.0000016
OGLE-SMC-CEP-0808	SMC100.7	59	00:46:00.90	-73:16:16.3	16.171	16.692	1.3572169	0.0000006
OGLE-SMC-CEP-0809	SMC100.7	160	00:46:02.03	-73:15:29.4	16.564	17.351	1.5984067	0.0000010
OGLE-SMC-CEP-0810	SMC100.6	117	00:46:02.27	-73:06:55.3	16.684	17.350	1.7293702	0.0000004
OGLE-SMC-CEP-0811	SMC103.6	31	00:46:03.09	-73:40:50.6	15.734	16.431	3.5007768	0.0000027
OGLE-SMC-CEP-0812	SMC125.1	37752	00:46:03.39	-73:31:09.3	17.316	17.858	0.6907828	0.0000008
OGLE-SMC-CEP-0813	SMC100.6	48	00:46:03.67	-73:05:25.6	16.244	16.936	2.4591172	0.0000007
OGLE-SMC-CEP-0814	SMC125.4	51286	00:46:03.71	-73:03:56.9	16.761	17.507	1.8966640	0.0000007
OGLE-SMC-CEP-0815	SMC101.8	115	00:46:03.99	-72:47:27.3	16.578	17.200	1.8638685	0.0000004
OGLE-SMC-CEP-0816	SMC125.4	22744	00:46:04.18	-73:08:48.8	16.952	17.723	1.7030595	0.0000005
OGLE-SMC-CEP-0817	SMC125.2	20760	00:46:04.20	-73:27:13.9	16.402	17.154	2.1252962	0.0000013
OGLE-SMC-CEP-0818	SMC103.5	24019	00:46:04.39	-73:27:42.4	16.044	16.714	1.7622450	0.0000021
OGLE-SMC-CEP-0819	SMC100.7	166	00:46:04.84	-73:14:23.1	16.142	16.694	1.5259809	0.0000008
OGLE-SMC-CEP-0820	SMC100.8	30065	00:46:04.93	-73:19:14.4	15.073	15.782	5.6623224	0.0000032
OGLE-SMC-CEP-0821	SMC126.3	13865	00:46:06.74	-72:40:55.7	17.290	17.881	1.1545353	0.0000003
OGLE-SMC-CEP-0822	SMC100.7	34934	00:46:07.01	-73:10:22.4	16.453	17.112	1.4288720	0.0000008
OGLE-SMC-CEP-0823	SMC100.5	31489	00:46:07.27	-72:54:00.0	16.658	17.108	0.9275436	0.0000003
OGLE-SMC-CEP-0824	SMC103.6	17443	00:46:07.59	-73:35:22.2	15.616	16.356	3.6835406	0.0000019
OGLE-SMC-CEP-0825	SMC125.2	20763	00:46:07.62	-73:27:37.0	16.246	17.033	2.9657713	0.0000014
OGLE-SMC-CEP-0826	SMC100.8	146	00:46:08.98	-73:24:42.6	16.631	17.347	1.8446680	0.0000009
OGLE-SMC-CEP-0827	SMC101.6	47	00:46:09.10	-72:29:06.4	16.758	17.363	1.5793577	0.0000005
OGLE-SMC-CEP-0828	SMC100.6	31783	00:46:10.37	-73:00:55.9	16.654	17.266	1.1798295	0.0000009
OGLE-SMC-CEP-0829	SMC101.8	28788	00:46:11.01	-72:46:10.5	17.070	17.685	0.9288795	0.0000005
OGLE-SMC-CEP-0830	SMC104.7	138	00:46:11.14	-74:27:37.0	16.995	17.590	1.6631460	0.0000010
OGLE-SMC-CEP-0831	SMC125.2	20767	00:46:11.40	-73:26:55.3	16.118	16.776	1.8446708	0.0000014
OGLE-SMC-CEP-0832	SMC100.6	139	00:46:11.84	-73:07:48.3	16.292	16.959	2.2943203	0.0000006
OGLE-SMC-CEP-0833	SMC125.1	14771	00:46:11.94	-73:34:49.6	17.008	17.696	1.1328768	0.0000006
OGLE-SMC-CEP-0834	SMC100.6	31784	00:46:12.13	-73:02:01.7	16.278	16.865	1.5275218	0.0000011
OGLE-SMC-CEP-0835	SMC101.8	28929	00:46:12.19	-72:44:09.6	17.721	18.375	0.9508468	0.0000004
OGLE-SMC-CEP-0836	SMC100.8	18	00:46:12.34	-73:23:42.1	14.818	15.761	8.4932665	0.0000195
OGLE-SMC-CEP-0837	SMC100.6	357	00:46:12.61	-73:06:14.5	17.449	18.387	1.4161870	0.0000059
OGLE-SMC-CEP-0838	SMC101.8	54	00:46:12.85	-72:46:56.8	16.218	16.820	2.1673305	0.0000046
OGLE-SMC-CEP-0839	SMC103.8	143	00:46:13.17	-73:59:08.3	17.379	17.981	0.9370537	0.0000024
OGLE-SMC-CEP-0840	SMC126.1	19203	00:46:13.17	-72:57:55.2	16.100	16.777	1.8584246	0.0000022
OGLE-SMC-CEP-0841	SMC100.7	34951	00:46:14.63	-73:10:09.8	16.594	17.259	1.3535884	0.0000008
OGLE-SMC-CEP-0842	SMC100.7	21	00:46:15.61	-73:14:25.2	15.116	15.821	4.9878362	0.0000032
OGLE-SMC-CEP-0843	SMC103.7	74	00:46:15.86	-73:51:08.8	16.480	17.114	1.4670559	0.0000029
OGLE-SMC-CEP-0844	SMC101.8	149	00:46:15.87	-72:47:27.7	16.465	17.012	1.2560634	0.0000006
OGLE-SMC-CEP-0845	SMC100.7	1130	00:46:16.17	-73:14:16.7	18.237	18.908	0.5031766	0.0000005
OGLE-SMC-CEP-0846	SMC101.8	328	00:46:16.73	-72:47:38.7	17.326	17.875	0.6914524	0.0000005
OGLE-SMC-CEP-0847	SMC103.6	39	00:46:16.90	-73:42:51.9	15.952	16.721	3.3202787	0.0000098
OGLE-SMC-CEP-0848	SMC100.8	30184	00:46:17.02	-73:19:30.9	16.349	16.860	2.0641701	0.0000006
OGLE-SMC-CEP-0849	SMC100.6	155	00:46:17.30	-73:07:33.8	16.535	17.154	1.7400708	0.0000006
OGLE-SMC-CEP-0850	SMC103.6	235	00:46:18.57	-73:42:22.4	17.308	17.924	1.2570759	0.0000006
OGLE-SMC-CEP-0851	SMC100.6	157	00:46:18.72	-73:07:16.2	16.577	17.410	2.2977202	0.0000010
OGLE-SMC-CEP-0852	SMC100.5	137	00:46:18.74	-72:57:43.8	16.558	17.270	2.0079713	0.0000009
OGLE-SMC-CEP-0853	SMC100.8	67	00:46:18.82	-73:21:59.2	15.902	16.907	3.0991730	0.0000045
OGLE-SMC-CEP-0854	SMC100.5	46	00:46:19.21	-72:57:16.1	15.529	16.440	2.1082214	0.0000012
OGLE-SMC-CEP-0855	SMC100.7	220	00:46:19.88	-73:17:00.2	17.115	17.897	1.5514805	0.0000004
OGLE-SMC-CEP-0856	SMC102.6	98	00:46:20.54	-71:56:55.6	16.628	17.106	1.0092620	0.0000008
OGLE-SMC-CEP-0857	SMC103.5	122	00:46:21.20	-73:31:03.2	16.766	17.463	1.6679478	0.0000009
OGLE-SMC-CEP-0858	SMC100.5	31517	00:46:21.69	-72:54:08.1	16.616	17.117	1.0606785	0.0000003
OGLE-SMC-CEP-0859	SMC102.6	99	00:46:21.99	-71:49:55.4	16.792	17.280	0.8778084	0.0000007
OGLE-SMC-CEP-0860	SMC100.5	144	00:46:22.72	-72:56:09.0	16.544	17.231	2.0099945	0.0000006
OGLE-SMC-CEP-0861	SMC100.8	30427	00:46:22.92	-73:21:35.7	17.273	18.198	1.1622924	0.0000007
OGLE-SMC-CEP-0862	SMC100.8	30121	00:46:23.45	-73:18:57.9	15.938	16.557	1.9567858	0.0000018
OGLE-SMC-CEP-0863	SMC103.5	24123	00:46:23.97	-73:29:16.0	16.637	17.320	1.8610329	0.0000009
OGLE-SMC-CEP-0864	SMC100.6	172	00:46:24.13	-73:07:51.8	16.987	17.679	0.9900474	0.0000011
OGLE-SMC-CEP-0865	SMC103.6	102	00:46:25.06	-73:39:49.8	16.814	17.552	1.7379998	0.0000014
OGLE-SMC-CEP-0866	SMC100.6	179	00:46:26.86	-73:04:07.7	16.271	16.974	1.7435306	0.0000015
OGLE-SMC-CEP-0867	SMC100.7	98	00:46:27.00	-73:13:04.5	15.288	15.945	2.9606254	0.0000033
OGLE-SMC-CEP-0868	SMC100.5	31535	00:46:27.65	-72:53:57.4	16.422	17.059	1.9703975	0.0000005
OGLE-SMC-CEP-0869	SMC102.8	374	00:46:27.82	-72:08:24.9	17.560	17.999	0.6286457	0.0000003
OGLE-SMC-CEP-0870	SMC100.8	182	00:46:28.72	-73:23:07.0	17.048	17.994	2.0759557	0.0000011
OGLE-SMC-CEP-0871	SMC101.7	102	00:46:29.03	-72:39:58.4	17.127	17.758	1.2110928	0.0000057
OGLE-SMC-CEP-0872	SMC103.6	17537	00:46:29.73	-73:37:56.8	16.557	17.137	1.3360180	0.0000013
OGLE-SMC-CEP-0873	SMC100.6	32054	00:46:29.89	-73:02:04.8	16.998	17.757	1.7226473	0.0000005
OGLE-SMC-CEP-0874	SMC100.8	423	00:46:29.95	-73:22:57.8	17.385	18.419	1.8427506	0.0000010
OGLE-SMC-CEP-0875	SMC100.8	30214	00:46:30.43	-73:19:22.9	17.041	17.813	1.6519443	0.0000012
OGLE-SMC-CEP-0876	SMC101.8	178	00:46:30.81	-72:49:43.8	16.366	17.041	2.1346829	0.0000013
OGLE-SMC-CEP-0877	SMC100.6	197	00:46:31.12	-73:07:09.8	16.504	17.262	2.1292839	0.0000012
OGLE-SMC-CEP-0878	SMC100.8	30216	00:46:31.33	-73:18:37.6	16.480	17.122	1.3457946	0.0000009
OGLE-SMC-CEP-0879	SMC100.8	30217	00:46:31.45	-73:18:59.3	16.878	17.552	1.5320632	0.0000003
OGLE-SMC-CEP-0880	SMC100.5	165	00:46:31.95	-72:55:33.6	16.760	17.520	1.9616484	0.0000007
OGLE-SMC-CEP-0881	SMC100.7	34991	00:46:32.18	-73:12:34.0	16.877	17.444	1.2894248	0.0000003
OGLE-SMC-CEP-0882	SMC101.7	107	00:46:32.50	-72:40:31.4	16.760	17.230	0.7082918	0.0000012
OGLE-SMC-CEP-0883	SMC103.7	229	00:46:32.66	-73:50:56.0	17.410	17.869	0.7280050	0.0000006
OGLE-SMC-CEP-0884	SMC100.6	204	00:46:33.17	-73:07:45.9	16.657	17.107	0.7076538	0.0000012
OGLE-SMC-CEP-0885	SMC100.5	395	00:46:33.17	-72:57:13.6	17.076	17.620	0.8394418	0.0000004
OGLE-SMC-CEP-0886	SMC100.6	206	00:46:33.98	-73:06:00.5	16.383	17.178	1.8491910	0.0000019
OGLE-SMC-CEP-0887	SMC100.6	31841	00:46:34.54	-73:02:02.3	16.710	17.325	1.6622936	0.0000004
OGLE-SMC-CEP-0888	SMC100.7	252	00:46:34.79	-73:14:21.6	16.505	17.086	1.7155665	0.0000003
OGLE-SMC-CEP-0889	SMC100.6	73	00:46:34.95	-73:06:44.0	15.408	16.425	6.0111568	0.0000032
OGLE-SMC-CEP-0890	SMC100.7	34997	00:46:35.11	-73:10:27.4	16.924	17.778	1.8922083	0.0000010
OGLE-SMC-CEP-0891	SMC101.6	29	00:46:36.15	-72:32:53.9	15.958	16.593	1.8404809	0.0000062
OGLE-SMC-CEP-0892	SMC101.6	16935	00:46:36.63	-72:25:30.3	16.083	16.692	2.0881536	0.0000092
OGLE-SMC-CEP-0893	SMC100.7	35004	00:46:37.41	-73:12:14.9	16.631	17.184	1.5669216	0.0000004
OGLE-SMC-CEP-0894	SMC104.7	174	00:46:37.99	-74:23:46.7	17.273	17.927	1.3458745	0.0000015
OGLE-SMC-CEP-0895	SMC100.6	31701	00:46:38.66	-72:59:17.9	14.446	15.188	10.4444227	0.0000229
OGLE-SMC-CEP-0896	SMC100.6	31	00:46:39.33	-73:03:45.8	15.168	15.995	7.3324637	0.0000113
OGLE-SMC-CEP-0897	SMC103.6	119	00:46:39.49	-73:40:04.6	17.131	17.833	1.3616145	0.0000013
OGLE-SMC-CEP-0898	SMC100.5	181	00:46:39.79	-72:56:12.1	16.360	16.968	1.4082165	0.0000010
OGLE-SMC-CEP-0899	SMC100.6	31856	00:46:39.93	-73:03:32.4	16.605	17.218	1.2306682	0.0000022
OGLE-SMC-CEP-0900	SMC103.5	153	00:46:40.72	-73:33:26.2	17.118	17.582	0.5429525	0.0000008
OGLE-SMC-CEP-0901	SMC101.8	28743	00:46:40.79	-72:45:34.6	16.161	16.799	2.3924706	0.0000007
OGLE-SMC-CEP-0902	SMC100.8	211	00:46:40.86	-73:24:35.1	17.081	17.728	1.3947240	0.0000004
OGLE-SMC-CEP-0903	SMC100.7	266	00:46:41.63	-73:15:57.0	16.466	16.972	1.1552893	0.0000003
OGLE-SMC-CEP-0904	SMC101.8	87	00:46:44.05	-72:46:42.7	15.827	16.566	3.2829211	0.0000016
OGLE-SMC-CEP-0905	SMC101.5	12266	00:46:44.20	-72:17:17.5	16.405	17.069	2.1602198	0.0000012
OGLE-SMC-CEP-0906	SMC100.5	194	00:46:44.72	-72:57:35.7	16.996	17.628	1.3099317	0.0000003
OGLE-SMC-CEP-0907	SMC100.7	655	00:46:45.24	-73:13:31.6	17.332	18.037	0.8993007	0.0000014
OGLE-SMC-CEP-0908	SMC101.5	78	00:46:46.39	-72:20:34.5	16.380	17.042	1.9766625	0.0000010
OGLE-SMC-CEP-0909	SMC100.5	468	00:46:46.71	-72:58:37.8	17.393	17.949	0.6248176	0.0000005
OGLE-SMC-CEP-0910	SMC100.8	225	00:46:46.92	-73:24:26.7	16.200	16.841	1.6840804	0.0000018
OGLE-SMC-CEP-0911	SMC100.7	288	00:46:47.80	-73:17:18.0	16.296	17.036	2.4384911	0.0000020
OGLE-SMC-CEP-0912	SMC103.8	10887	00:46:47.86	-73:55:12.7	16.807	17.365	1.5807427	0.0000007
OGLE-SMC-CEP-0913	SMC100.8	231	00:46:48.47	-73:24:39.7	16.913	17.611	1.7775298	0.0000061
OGLE-SMC-CEP-0914	SMC100.5	205	00:46:50.32	-72:55:33.2	16.894	17.551	1.5695042	0.0000004
OGLE-SMC-CEP-0915	SMC101.6	12	00:46:50.42	-72:32:36.0	15.253	15.940	4.5471624	0.0000050
OGLE-SMC-CEP-0916	SMC103.6	17472	00:46:50.84	-73:35:17.2	15.561	16.310	4.1265487	0.0000020
OGLE-SMC-CEP-0917	SMC100.6	249	00:46:51.28	-73:06:27.5	16.664	17.309	1.1377197	0.0000009
OGLE-SMC-CEP-0918	SMC100.7	35391	00:46:51.51	-73:10:16.9	17.438	18.228	1.2558042	0.0000007
OGLE-SMC-CEP-0919	SMC103.7	110	00:46:51.71	-73:48:36.2	16.625	17.299	0.5550347	0.0000007
OGLE-SMC-CEP-0920	SMC100.8	30263	00:46:52.14	-73:20:35.9	16.701	17.457	1.8807942	0.0000017
OGLE-SMC-CEP-0921	SMC101.8	0	00:46:53.09	-72:42:51.8	11.421	-99.99	65.9366599	0.0098257
OGLE-SMC-CEP-0922	SMC100.5	31822	00:46:53.33	-72:54:02.3	17.548	18.124	0.5529744	0.0000007
OGLE-SMC-CEP-0923	SMC103.5	24061	00:46:53.41	-73:28:06.6	15.394	15.959	2.7118078	0.0000043
OGLE-SMC-CEP-0924	SMC101.8	218	00:46:53.77	-72:47:49.1	16.418	16.960	1.2203516	0.0000004
OGLE-SMC-CEP-0925	SMC100.5	212	00:46:53.87	-72:58:45.2	16.936	17.355	0.6286775	0.0000014
OGLE-SMC-CEP-0926	SMC100.5	211	00:46:53.90	-72:56:01.1	16.361	17.057	2.1710980	0.0000026
OGLE-SMC-CEP-0927	SMC100.7	728	00:46:54.24	-73:15:23.5	17.334	18.385	1.6628873	0.0000010
OGLE-SMC-CEP-0928	SMC103.7	113	00:46:54.34	-73:52:05.9	17.168	17.712	0.8101119	0.0000010
OGLE-SMC-CEP-0929	SMC101.8	28861	00:46:55.45	-72:44:43.3	16.705	17.344	1.6358735	0.0000006
OGLE-SMC-CEP-0930	SMC100.8	30152	00:46:57.71	-73:21:50.5	15.688	16.484	2.9428374	0.0000051
OGLE-SMC-CEP-0931	SMC100.7	55	00:46:57.80	-73:17:11.3	14.596	15.480	8.4829622	0.0000115
OGLE-SMC-CEP-0932	SMC103.6	4340	00:46:58.61	-73:42:44.7	16.895	17.432	1.0418450	0.0000009
OGLE-SMC-CEP-0933	SMC100.7	758	00:46:58.82	-73:14:44.5	17.216	17.964	1.3907690	0.0000005
OGLE-SMC-CEP-0934	SMC103.5	30049	00:46:59.71	-73:29:20.3	15.379	16.166	5.0950827	0.0000031
OGLE-SMC-CEP-0935	SMC101.6	86	00:47:00.15	-72:31:52.6	16.820	17.466	1.5549353	0.0000016
OGLE-SMC-CEP-0936	SMC100.7	42627	00:47:00.81	-73:09:02.4	16.942	17.832	1.9444780	0.0000014
OGLE-SMC-CEP-0937	SMC100.8	37420	00:47:02.63	-73:18:58.9	17.228	17.944	1.3813724	0.0000006
OGLE-SMC-CEP-0938	SMC100.5	6826	00:47:02.98	-72:56:03.0	15.978	16.709	3.1313762	0.0000015
OGLE-SMC-CEP-0939	SMC100.6	38391	00:47:03.36	-73:02:04.1	15.710	16.602	4.4313185	0.0000035
OGLE-SMC-CEP-0940	SMC101.7	4873	00:47:03.42	-72:40:21.7	17.167	17.817	1.2913918	0.0000006
OGLE-SMC-CEP-0941	SMC104.5	154	00:47:03.54	-74:02:01.6	16.292	16.834	1.4910315	0.0000028
OGLE-SMC-CEP-0942	SMC100.7	42639	00:47:04.05	-73:12:43.6	16.818	17.599	1.9021169	0.0000019
OGLE-SMC-CEP-0943	SMC104.5	155	00:47:04.22	-74:04:48.8	16.151	16.698	1.8462858	0.0000022
OGLE-SMC-CEP-0944	SMC100.6	38651	00:47:05.13	-73:01:46.4	17.154	17.818	0.9196426	0.0000005
OGLE-SMC-CEP-0945	SMC100.7	8645	00:47:05.53	-73:15:17.8	16.658	17.279	1.8452491	0.0000007
OGLE-SMC-CEP-0946	SMC100.5	37659	00:47:06.04	-72:50:42.4	15.561	16.268	1.2868145	0.0000011
OGLE-SMC-CEP-0947	SMC103.6	21906	00:47:06.22	-73:35:02.5	16.567	17.232	1.9933376	0.0000010
OGLE-SMC-CEP-0948	SMC100.8	37166	00:47:06.28	-73:20:17.0	15.844	17.036	5.3770255	0.0000075
OGLE-SMC-CEP-0949	SMC100.7	42824	00:47:06.32	-73:10:09.2	17.042	17.903	1.3543064	0.0000034
OGLE-SMC-CEP-0950	SMC101.8	34536	00:47:07.61	-72:46:03.5	16.900	17.351	0.6203162	0.0000013
OGLE-SMC-CEP-0951	SMC101.8	34535	00:47:07.73	-72:42:10.8	16.580	17.159	2.0239599	0.0000023
OGLE-SMC-CEP-0952	SMC100.8	7082	00:47:08.09	-73:23:55.3	16.848	17.426	0.7392216	0.0000003
OGLE-SMC-CEP-0953	SMC101.8	7169	00:47:08.92	-72:48:34.8	17.120	17.847	1.2231931	0.0000003
OGLE-SMC-CEP-0954	SMC101.8	34475	00:47:08.97	-72:43:34.6	16.274	16.813	1.3618421	0.0000006
OGLE-SMC-CEP-0955	SMC100.6	7255	00:47:09.28	-73:06:47.2	17.038	17.831	1.6317223	0.0000005
OGLE-SMC-CEP-0956	SMC100.7	8659	00:47:09.29	-73:17:16.4	16.504	17.161	1.9854120	0.0000010
OGLE-SMC-CEP-0957	SMC100.7	42652	00:47:09.88	-73:10:09.9	16.820	17.628	2.2047645	0.0000032
OGLE-SMC-CEP-0958	SMC100.5	6781	00:47:10.43	-72:57:37.9	13.384	14.282	23.9699225	0.0000575
OGLE-SMC-CEP-0959	SMC100.5	6921	00:47:10.46	-72:58:44.4	17.006	17.658	1.0028854	0.0000009
OGLE-SMC-CEP-0960	SMC103.5	30198	00:47:11.98	-73:28:54.3	16.424	17.091	2.1267636	0.0000013
OGLE-SMC-CEP-0961	SMC101.6	3706	00:47:12.42	-72:31:18.5	17.361	17.897	0.6386656	0.0000006
